UniqueCode,QualQuantInc,CADIMA Ref,Author,Study,PubYear,Journal,Study ID,Fire,Grazing,Tourism,Elevation_Stated,Elevation_Est,Elev_Est_Lower,Elev_Est_Upper,Slope,Slope_New,Landform,Landform_Analysis,Aspect,Temperature,Rainfall,Snow,Bare ground,Studysite,Loc.y,Loc.x,Studysite.aggregate,StudySite.LatLong,Loc.y2,Loc.x2,Studysite.aggregate.2,Loc.y.2,Loc.x.2,Study design,Independence?,Study details,Sampling method,Scale,N,r,Other?,Reason for study,Initial ES?,Aggregate.InitialES,Aggregate.InitialES2,Shrub.Dominant,Treatment,TreatmentAggregate1,TreatmentAggregate2,Treatment_Thematic,Treatment_Thematic1,TimeSinceFire...50,TimeSinceGrazing,Response,Family,Form.Category,Alpine.Zone,Alpine.Zone2,Region,Groundwater Association,Ecosystem Types,Seeder.Resprouter,Seeder.Resprouter2,Old.Response,Response.Level,Metric,Metric-Notes,Metric.Aggregate,Metric.Aggregate.Old,QualDirection,Control.Exposure,Design,Year.Initial,Mean...71,SD...72,Year.Final,Mean...74,SD...75,TimeSpan,MeanChange...77,AnnualChange,StandardisedAnnualChange,StandardisedAnnualChange.2,MeanChange...81,TimeSinceFire.New,Climate,Climate.Confounding?,Grazing.Confounding,ID,RainJuly,RainJan,JanTempMin,JanTempMax,JulyTempMin,JulyTempMax
130,Quant+Qual,101,Kirkpatrick 2002,Kirkpatrick et al. 2002,2002,,1,Unspecified,Unspecified,,952-1014,952-1014,952,1014,Upslope - peak - downslope,Slope,Peak,Slope / Peak,N-S; E-W,Decrease,Decrease,Unspecified,Higher treatment > Control,"Hill One, Tasmania",-43.4627653,146.7963815,"Hartz Mountain NP, Tasmania","-43.24278323661219, 146.77156858031927",-43.24278324,146.7715686,Tasmania,-42.10191523,146.6712856,CI,1 Impact control,"Field quadrats 1.0 x 1.5m2, photographed in 1989 and again 2003","Field, observational",Single site,168,2,Unspecified,Erosion causing change in vegetation over time,Cushion heathland / Fjaledmark,Cushion heathland / Fjaledmark,Fjaeldmark,Shrub-dominant,Soil colonisation,Focal ecosystem (expansion),Focal ecosystem (expansion),Ecosystem change,Ecosystem change,,,Shrubs,,,,,,,,,Mixed,Shrub,Shrub,Shrub cover (%),Shrub cover (%),Cover,Cover,Reduce,Control,CI,1989,8.06,1.387189042,1989,11.24,194.8427988,,3.1799999999999997,NA,NA,,3.18,,Omit CI design,Omit CI design,No,Tasmania 1989,104.5999985,80.22499847,6.5,19.75,-1,6.25
130,Quant+Qual,101,Kirkpatrick 2002,Kirkpatrick et al. 2002,2002,,1,Unspecified,Unspecified,,952-1014,952-1014,952,1014,Upslope - peak - downslope,Slope,Peak,Slope / Peak,N-S; E-W,Decrease,Decrease,Unspecified,Higher treatment > Control,"Hill One, Tasmania",-43.4627653,146.7963815,"Hartz Mountain NP, Tasmania","-43.24278323661219, 146.77156858031927",-43.24278324,146.7715686,Tasmania,-42.10191523,146.6712856,CI,1 Impact control,"Field quadrats 1.0 x 1.5m2, photographed in 1989 and again 2003","Field, observational",Single site,168,2,Unspecified,Erosion causing change in vegetation over time,Cushion heathland / Fjaledmark,Cushion heathland / Fjaledmark,Fjaeldmark,Shrub-dominant,Soil colonisation,Focal ecosystem (expansion),Focal ecosystem (expansion),Ecosystem change,Ecosystem change,,,Shrubs,,,,,,,,,Mixed,Shrub,Shrub,Shrub cover (%),Shrub cover (%),Cover,Cover,Reduce,Exposure,CI,1989,11.24,194.8427988,1989,8.06,1.387189042,,-3.1799999999999997,NA,NA,,-3.18,,Omit CI design,Omit CI design,No,Tasmania 1989,104.5999985,80.22499847,6.5,19.75,-1,6.25
131,Quant+Qual,101,Kirkpatrick 2002,Kirkpatrick et al. 2002,2002,,1,Unspecified,Unspecified,,952-1014,952-1014,952,1014,Upslope - peak - downslope,Slope,Peak,Slope / Peak,N-S; E-W,Decrease,Decrease,Unspecified,Higher treatment > Control,"Hill One, Tasmania",-43.4627653,146.7963815,"Hartz Mountain NP, Tasmania","-43.24278323661219, 146.77156858031927",-43.24278324,146.7715686,Tasmania,-42.10191523,146.6712856,CI,1 Impact control,"Field quadrats 1.0 x 1.5m2, photographed in 1989 and again 2003","Field, observational",Single site,168,2,Unspecified,Erosion causing change in vegetation over time,Cushion heathland / Fjaledmark,Cushion heathland / Fjaledmark,Fjaeldmark,Shrub-dominant,Soil deposition (ongoing),Soil / substrate (deposition),Soil erosion / deposition (ongoing),Soil / substrate,Soil / substrate,,,Shrubs,,,,,,,,,Mixed,Shrub,Shrub,Shrub cover (%),Shrub cover (%),Cover,Cover,Reduce,Control,CI,1989,6.43,1.106653293,1989,11.24,2.442824366,,4.8100000000000005,NA,NA,,4.81,,Omit CI design,Omit CI design,No,Tasmania 1989,104.5999985,80.22499847,6.5,19.75,-1,6.25
131,Quant+Qual,101,Kirkpatrick 2002,Kirkpatrick et al. 2002,2002,,1,Unspecified,Unspecified,,952-1014,952-1014,952,1014,Upslope - peak - downslope,Slope,Peak,Slope / Peak,N-S; E-W,Decrease,Decrease,Unspecified,Higher treatment > Control,"Hill One, Tasmania",-43.4627653,146.7963815,"Hartz Mountain NP, Tasmania","-43.24278323661219, 146.77156858031927",-43.24278324,146.7715686,Tasmania,-42.10191523,146.6712856,CI,1 Impact control,"Field quadrats 1.0 x 1.5m2, photographed in 1989 and again 2003","Field, observational",Single site,168,2,Unspecified,Erosion causing change in vegetation over time,Cushion heathland / Fjaledmark,Cushion heathland / Fjaledmark,Fjaeldmark,Shrub-dominant,Soil deposition (ongoing),Soil / substrate (deposition),Soil erosion / deposition (ongoing),Soil / substrate,Soil / substrate,,,Shrubs,,,,,,,,,Mixed,Shrub,Shrub,Shrub cover (%),Shrub cover (%),Cover,Cover,Reduce,Exposure,CI,1989,11.24,2.442824366,1989,6.43,1.106653293,,-4.8100000000000005,NA,NA,,-4.81,,Omit CI design,Omit CI design,No,Tasmania 1989,104.5999985,80.22499847,6.5,19.75,-1,6.25
132,Quant+Qual,101,Kirkpatrick 2002,Kirkpatrick et al. 2002,2002,,1,Unspecified,Unspecified,,952-1014,952-1014,952,1014,Upslope - peak - downslope,Slope,Peak,Slope / Peak,N-S; E-W,Decrease,Decrease,Unspecified,Higher treatment > Control,"Hill One, Tasmania",-43.4627653,146.7963815,"Hartz Mountain NP, Tasmania","-43.24278323661219, 146.77156858031927",-43.24278324,146.7715686,Tasmania,-42.10191523,146.6712856,CI,1 Impact control,"Field quadrats 1.0 x 1.5m2, photographed in 1989 and again 2003","Field, observational",Single site,168,2,Unspecified,Erosion causing change in vegetation over time,Cushion heathland / Fjaledmark,Cushion heathland / Fjaledmark,Fjaeldmark,Shrub-dominant,Soil erosion (ongoing),"Soil / substrate (erosion, ongoing)",Soil erosion / deposition (ongoing),Soil / substrate,Soil / substrate,,,Shrubs,,,,,,,,,Mixed,Shrub,Shrub,Shrub cover (%),Shrub cover (%),Cover,Cover,Reduce,Control,CI,1989,4.2,0.722852851,1989,11.24,3.021449434,,7.04,NA,NA,,7.04,,Omit CI design,Omit CI design,No,Tasmania 1989,104.5999985,80.22499847,6.5,19.75,-1,6.25
132,Quant+Qual,101,Kirkpatrick 2002,Kirkpatrick et al. 2002,2002,,1,Unspecified,Unspecified,,952-1014,952-1014,952,1014,Upslope - peak - downslope,Slope,Peak,Slope / Peak,N-S; E-W,Decrease,Decrease,Unspecified,Higher treatment > Control,"Hill One, Tasmania",-43.4627653,146.7963815,"Hartz Mountain NP, Tasmania","-43.24278323661219, 146.77156858031927",-43.24278324,146.7715686,Tasmania,-42.10191523,146.6712856,CI,1 Impact control,"Field quadrats 1.0 x 1.5m2, photographed in 1989 and again 2003","Field, observational",Single site,168,2,Unspecified,Erosion causing change in vegetation over time,Cushion heathland / Fjaledmark,Cushion heathland / Fjaledmark,Fjaeldmark,Shrub-dominant,Soil erosion (ongoing),"Soil / substrate (erosion, ongoing)",Soil erosion / deposition (ongoing),Soil / substrate,Soil / substrate,,,Shrubs,,,,,,,,,Mixed,Shrub,Shrub,Shrub cover (%),Shrub cover (%),Cover,Cover,Reduce,Exposure,CI,1989,11.24,3.021449434,1989,4.2,0.722852851,,-7.04,NA,NA,,-7.04,,Omit CI design,Omit CI design,No,Tasmania 1989,104.5999985,80.22499847,6.5,19.75,-1,6.25
133,Quant+Qual,104,Wahren 2001 Alpine bogs and wetlands,Wahren et al. 2001a,2001,,StudyAbundanceChangeCC,Unspecified,Partial ongoing,,< 1200,800-1200,800,1200,< 2%,Summit,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,"Cope Creek, Victoria",147.2759377,147.2759377,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BACI,4 Paired BACI,"7 wetland sites, 60-200 quadrats within and outside each site.","Field, observational",Multiple sites,10,5-15 per site,,Grazing and characterising open and closed wetland heaths,Closed heathland,Heathland (dry),Heathland,Shrub-dominant,Grazing (ongoing),Grazing (ongoing),Grazing (ongoing),Grazing,Grazing,,,Closed heathland (dry),,,,,,,,,Mixed,Closed heathland,Community / Ecosystem,Percent relative cover,Percent relative cover,Cover,Cover,Promote,Control,BACI,1981,5,4.472135955,1996,30,41.82822014,15,25,1.6666666666666667,1.6666666666666667,1.666667,25,,Yes,Grazing,Yes,"BHP, Victoria 1996",199.3000031,149.1750031,8.25,18.25,-2,3
133,Quant+Qual,104,Wahren 2001 Alpine bogs and wetlands,Wahren et al. 2001a,2001,,StudyAbundanceChangeCC,Unspecified,Partial ongoing,,< 1200,800-1200,800,1200,< 2%,Summit,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,"Cope Creek, Victoria",147.2759377,147.2759377,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BACI,4 Paired BACI,"7 wetland sites, 60-200 quadrats within and outside each site.","Field, observational",Multiple sites,10,5-15 per site,,Grazing and characterising open and closed wetland heaths,Closed heathland,Heathland (dry),Heathland,Shrub-dominant,Grazing (ongoing),Grazing (ongoing),Grazing (ongoing),Grazing,Grazing,,,Closed heathland (dry),,,,,,,,,Mixed,Closed heathland,Community / Ecosystem,Percent relative cover,Percent relative cover,Cover,Cover,Promote,Exposure,BACI,1981,4,8.049844719,1996,23,17.88854382,15,19,1.2666666666666666,1.2666666666666666,1.266667,19,,Yes,Grazing,Yes,"BHP, Victoria 1996",199.3000031,149.1750031,8.25,18.25,-2,3
134,Quant+Qual,104,Wahren 2001 Alpine bogs and wetlands,Wahren et al. 2001a,2001,,StudyAbundanceChangeNSG,Unspecified,Partial ongoing,,< 1200,800-1200,800,1200,< 2%,Summit,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,New Species Gully,-36.91233814,147.2995137,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BACI,4 Paired BACI,"7 wetland sites, 60-200 quadrats within and outside each site.","Field, observational",Multiple sites,26,5-15 per site,,Grazing and characterising open and closed wetland heaths,Closed heathland,Heathland (dry),Heathland,Shrub-dominant,Grazing (ongoing),Grazing (ongoing),Grazing (ongoing),Grazing,Grazing,,,Closed heathland (dry),,,,,,,,,Mixed,Closed heathland,Community / Ecosystem,Percent relative cover,Percent relative cover,Cover,Cover,Reduce,Control,BACI,1981,28,13.94274005,1996,39,17.42842506,15,11,0.73333333333333328,0.73333333333333328,0.733333,11,,Yes,Grazing,Yes,"BHP, Victoria 1996",199.3000031,149.1750031,8.25,18.25,-2,3
134,Quant+Qual,104,Wahren 2001 Alpine bogs and wetlands,Wahren et al. 2001a,2001,,StudyAbundanceChangeNSG,Unspecified,Partial ongoing,,< 1200,800-1200,800,1200,< 2%,Summit,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,New Species Gully,-36.91233814,147.2995137,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BACI,4 Paired BACI,"7 wetland sites, 60-200 quadrats within and outside each site.","Field, observational",Multiple sites,26,5-15 per site,,Grazing and characterising open and closed wetland heaths,Closed heathland,Heathland (dry),Heathland,Shrub-dominant,Grazing (ongoing),Grazing (ongoing),Grazing (ongoing),Grazing,Grazing,,,Closed heathland (dry),,,,,,,,,Mixed,Closed heathland,Community / Ecosystem,Percent relative cover,Percent relative cover,Cover,Cover,Reduce,Exposure,BACI,1981,46,27.19632328,1996,47,25.86967336,15,1,6.6666666666666666E-2,6.6666666666666666E-2,0.066667,1,,Yes,Grazing,Yes,"BHP, Victoria 1996",199.3000031,149.1750031,8.25,18.25,-2,3
135,Quant+Qual,104,Wahren 2001 Alpine bogs and wetlands,Wahren et al. 2001a,2001,,StudyAbundanceChangeNSG,Unspecified,Partial ongoing,,< 1200,800-1200,800,1200,< 2%,Summit,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,New Species Gully,-36.91233814,147.2995137,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BACI,4 Paired BACI,"7 wetland sites, 60-200 quadrats within and outside each site.","Field, observational",Multiple sites,26,5-15 per site,,Grazing and characterising open and closed wetland heaths,Open herbfield,Grassland (dry) / Herbfield,Grassland / Herbfield,Non-shrub dominant,Grazing (ongoing),Grazing (ongoing),Grazing (ongoing),Grazing,Grazing,,,Grassland (dry) / Herbfield,,,,,,,,,Mixed,Open herbfield,Community / Ecosystem,Percent relative cover,Percent relative cover,Cover,Cover,Promote,Control,BACI,1981,54,18.20302173,1996,54,18.59032006,15,0,0,0,0,0,,Yes,Grazing,Yes,"BHP, Victoria 1996",199.3000031,149.1750031,8.25,18.25,-2,3
135,Quant+Qual,104,Wahren 2001 Alpine bogs and wetlands,Wahren et al. 2001a,2001,,StudyAbundanceChangeNSG,Unspecified,Partial ongoing,,< 1200,800-1200,800,1200,< 2%,Summit,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,New Species Gully,-36.91233814,147.2995137,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BACI,4 Paired BACI,"7 wetland sites, 60-200 quadrats within and outside each site.","Field, observational",Multiple sites,26,5-15 per site,,Grazing and characterising open and closed wetland heaths,Open herbfield,Grassland (dry) / Herbfield,Grassland / Herbfield,Non-shrub dominant,Grazing (ongoing),Grazing (ongoing),Grazing (ongoing),Grazing,Grazing,,,Grassland (dry) / Herbfield,,,,,,,,,Mixed,Open herbfield,Community / Ecosystem,Percent relative cover,Percent relative cover,Cover,Cover,Promote,Exposure,BACI,1981,49,25.86967336,1996,52,26.53299832,15,3,0.2,0.2,0.2,3,,Yes,Grazing,Yes,"BHP, Victoria 1996",199.3000031,149.1750031,8.25,18.25,-2,3
136,Quant+Qual,104,Wahren 2001 Alpine bogs and wetlands,Wahren et al. 2001a,2001,,StudyAbundanceChangeCC,Unspecified,Partial ongoing,,< 1200,800-1200,800,1200,< 2%,Summit,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,"Cope Creek, Victoria",147.2759377,147.2759377,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BACI,4 Paired BACI,"7 wetland sites, 60-200 quadrats within and outside each site.","Field, observational",Multiple sites,10,5-15 per site,,Grazing and characterising open and closed wetland heaths,Open herbfield,Grassland (dry) / Herbfield,Grassland / Herbfield,Non-shrub dominant,Grazing (ongoing),Grazing (ongoing),Grazing (ongoing),Grazing,Grazing,,,Grassland (dry) / Herbfield,,,,,,,,,Mixed,Open herbfield,Community / Ecosystem,Percent relative cover,Percent relative cover,Cover,Cover,Reduce,Control,BACI,1981,77,33.54101966,1996,70,58.86934686,15,-7,-0.46666666666666667,-0.46666666666666667,-0.466667,-7,,Yes,Grazing,Yes,"BHP, Victoria 1996",199.3000031,149.1750031,8.25,18.25,-2,3
136,Quant+Qual,104,Wahren 2001 Alpine bogs and wetlands,Wahren et al. 2001a,2001,,StudyAbundanceChangeCC,Unspecified,Partial ongoing,,< 1200,800-1200,800,1200,< 2%,Summit,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,"Cope Creek, Victoria",147.2759377,147.2759377,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BACI,4 Paired BACI,"7 wetland sites, 60-200 quadrats within and outside each site.","Field, observational",Multiple sites,10,5-15 per site,,Grazing and characterising open and closed wetland heaths,Open herbfield,Grassland (dry) / Herbfield,Grassland / Herbfield,Non-shrub dominant,Grazing (ongoing),Grazing (ongoing),Grazing (ongoing),Grazing,Grazing,,,Grassland (dry) / Herbfield,,,,,,,,,Mixed,Open herbfield,Community / Ecosystem,Percent relative cover,Percent relative cover,Cover,Cover,Reduce,Exposure,BACI,1981,81,19.4537914,1996,77,17.66493702,15,-4,-0.26666666666666666,-0.26666666666666666,-0.266667,-4,,Yes,Grazing,Yes,"BHP, Victoria 1996",199.3000031,149.1750031,8.25,18.25,-2,3
137,Quant+Qual,104,Wahren 2001 Alpine bogs and wetlands,Wahren et al. 2001a,2001,,TransplantCC,Unspecified,Partial ongoing,,< 1200,800-1200,800,1200,< 2%,Summit,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,"Cope Creek, Victoria",147.2759377,147.2759377,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BACI,4 Paired BACI,,"Field, observational",Multiple sites,24,1,,Grazing and characterising open and closed wetland heaths,Open herbfield,Grassland (dry) / Herbfield,Grassland / Herbfield,Non-shrub dominant,Grazing (ongoing),Grazing (ongoing),Grazing (ongoing),Grazing,Grazing,,,Shrubs,,,,,,,,,Mixed,Shrub,Shrub,Shrub cover (%),Shrub cover (%),Cover,Cover,Reduce,Control,BACI,1981,6,7.838367177,1996,11,16.1666323,15,5,0.33333333333333331,0.33333333333333331,0.333333,5,,Yes,Grazing,Yes,"BHP, Victoria 1996",199.3000031,149.1750031,8.25,18.25,-2,3
137,Quant+Qual,104,Wahren 2001 Alpine bogs and wetlands,Wahren et al. 2001a,2001,,TransplantCC,Unspecified,Partial ongoing,,< 1200,800-1200,800,1200,< 2%,Summit,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,"Cope Creek, Victoria",147.2759377,147.2759377,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BACI,4 Paired BACI,,"Field, observational",Multiple sites,24,1,,Grazing and characterising open and closed wetland heaths,Open herbfield,Grassland (dry) / Herbfield,Grassland / Herbfield,Non-shrub dominant,Grazing (ongoing),Grazing (ongoing),Grazing (ongoing),Grazing,Grazing,,,Shrubs,,,,,,,,,Mixed,Shrub,Shrub,Shrub cover (%),Shrub cover (%),Cover,Cover,Reduce,Exposure,BACI,1981,8,12.24744871,1996,11,8.328265125,15,3,0.2,0.2,0.2,3,,Yes,Grazing,Yes,"BHP, Victoria 1996",199.3000031,149.1750031,8.25,18.25,-2,3
138,Quant+Qual,104,Wahren 2001 Alpine bogs and wetlands,Wahren et al. 2001a,2001,,TransplantNSG,Unspecified,Partial ongoing,,< 1200,800-1200,800,1200,< 2%,Summit,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,New Species Gully,-36.91233814,147.2995137,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BACI,4 Paired BACI,,"Field, observational",Multiple sites,30,1,,Grazing and characterising open and closed wetland heaths,Open herbfield,Grassland (dry) / Herbfield,Grassland / Herbfield,Non-shrub dominant,Grazing (ongoing),Grazing (ongoing),Grazing (ongoing),Grazing,Grazing,,,Shrubs,,,,,,,,,Mixed,Shrub,Shrub,Shrub cover (%),Shrub cover (%),Cover,Cover,Promote,Control,BACI,1981,12,13.69306394,1996,14,12.59761882,15,2,0.13333333333333333,0.13333333333333333,0.133333,2,,Yes,Grazing,Yes,"BHP, Victoria 1996",199.3000031,149.1750031,8.25,18.25,-2,3
138,Quant+Qual,104,Wahren 2001 Alpine bogs and wetlands,Wahren et al. 2001a,2001,,TransplantNSG,Unspecified,Partial ongoing,,< 1200,800-1200,800,1200,< 2%,Summit,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,New Species Gully,-36.91233814,147.2995137,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BACI,4 Paired BACI,,"Field, observational",Multiple sites,30,1,,Grazing and characterising open and closed wetland heaths,Open herbfield,Grassland (dry) / Herbfield,Grassland / Herbfield,Non-shrub dominant,Grazing (ongoing),Grazing (ongoing),Grazing (ongoing),Grazing,Grazing,,,Shrubs,,,,,,,,,Mixed,Shrub,Shrub,Shrub cover (%),Shrub cover (%),Cover,Cover,Promote,Exposure,BACI,1981,16,23.55206997,1996,12,120.4989627,15,-4,-0.26666666666666666,-0.26666666666666666,-0.266667,-4,,Yes,Grazing,Yes,"BHP, Victoria 1996",199.3000031,149.1750031,8.25,18.25,-2,3
139,Quant+Qual,104,Wahren 2001 Alpine bogs and wetlands,Wahren et al. 2001a,2001,,StudyAbundanceChangeWR,Unspecified,Partial ongoing,,< 1200,800-1200,800,1200,< 2%,Summit,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,"White Rocks Creek, Victoria",-36.82413202,147.3231654,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BA,3 Paired BA,"7 wetland sites, 60-200 quadrats within and outside each site.","Field, observational",Single site,15,5-15 per site,,Grazing and characterising open and closed wetland heaths,Closed heathland,Heathland (dry),Heathland,Shrub-dominant,Grazing (ongoing),Grazing (ongoing),Grazing (ongoing),Grazing,Grazing,,,Closed heathland (dry),,,,,,,,,Mixed,Closed heathland,Community / Ecosystem,Percent relative cover,Percent relative cover,Cover,Cover,Promote,Exposure,BA,1981,26,18.20302173,1996,0,19.75221507,15,-26,-1.7333333333333334,-1.7333333333333334,-1.733333,-26,,Yes,Grazing,Yes,"BHP, Victoria 1996",199.3000031,149.1750031,8.25,18.25,-2,3
140,Quant+Qual,104,Wahren 2001 Alpine bogs and wetlands,Wahren et al. 2001a,2001,,StudyAbundanceChangeWR,Unspecified,Partial ongoing,,< 1200,800-1200,800,1200,< 2%,Summit,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,"White Rocks Creek, Victoria",-36.82413202,147.3231654,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BA,3 Paired BA,"7 wetland sites, 60-200 quadrats within and outside each site.","Field, observational",Single site,15,5-15 per site,,Grazing and characterising open and closed wetland heaths,Open herbfield,Grassland (dry) / Herbfield,Grassland / Herbfield,Non-shrub dominant,Grazing (ongoing),Grazing (ongoing),Grazing (ongoing),Grazing,Grazing,,,Grassland (dry) / Herbfield,,,,,,,,,Mixed,Open herbfield,Community / Ecosystem,Percent relative cover,Percent relative cover,Cover,Cover,Reduce,Exposure,BA,1981,51,20.52681173,1996,0,19.75221507,15,-51,-3.4,-3.4,-3.4,-51,,Yes,Grazing,Yes,"BHP, Victoria 1996",199.3000031,149.1750031,8.25,18.25,-2,3
